java -cp /usr/local/ycsb/ycsb-0.4.0/cassandra-binding/conf:/usr/local/ycsb/ycsb-0.4.0/conf:/usr/local/ycsb/ycsb-0.4.0/lib/jackson-mapper-asl-1.9.4.jar:/usr/local/ycsb/ycsb-0.4.0/lib/HdrHistogram-2.1.4.jar:/usr/local/ycsb/ycsb-0.4.0/lib/jackson-core-asl-1.9.4.jar:/usr/local/ycsb/ycsb-0.4.0/lib/core-0.4.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/metrics-core-2.0.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/netty-3.5.9.Final.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/log4j-1.2.16.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jetty-util-6.1.22.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snakeyaml-1.6.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jackson-mapper-asl-1.9.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snappy-java-1.0.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-runtime-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/slf4j-log4j12-1.7.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-all-1.2.9.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-2.7.7.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/avro-1.4.0-cassandra-1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-cli-1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-lang-2.6.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/slf4j-api-1.6.4.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/servlet-api-2.5-20081211.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/guava-13.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/lz4-1.1.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jline-1.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/compress-lzf-0.8.4.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/concurrentlinkedhashmap-lru-1.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jetty-6.1.22.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jamm-0.2.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-driver-core-1.0.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jbcrypt-0.3m.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/httpcore-4.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/servlet-api-2.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-logging-1.1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-thrift-1.2.9.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snaptree-0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/json-simple-1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/stringtemplate-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-binding-0.4.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jackson-core-asl-1.9.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-codec-1.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/httpclient-4.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/libthrift-0.7.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/high-scale-lib-1.1.2.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.CassandraClient10 -P workloads/workload_test320 -p hosts=100.112.178.81 -threads 320 -p columnfamily=data -s -t
YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.CassandraClient10 -P workloads/workload_test320 -p hosts=100.112.178.81 -threads 320 -p columnfamily=data -s -t
Loading workload...
Starting test.
2015-11-12 09:44:24:943 0 sec: 0 operations; est completion in 0 seconds 
2015-11-12 09:46:34:804 130 sec: 75922 operations; 790 current ops/sec; est completion in 1 hours 29 minutes [READ: Count=4272, Max=2815999, Min=224256, Avg=750195.61, 90=1333247, 99=1863679, 99.9=2164735, 99.99=2815999] [UPDATE: Count=3634, Max=764927, Min=407, Avg=42996.61, 90=50783, 99=631807, 99.9=728063, 99.99=764927] 
2015-11-12 09:46:44:804 140 sec: 83534 operations; 761.2 current ops/sec; est completion in 1 hours 27 minutes [READ: Count=4223, Max=2951167, Min=167680, Avg=721086.09, 90=1113087, 99=1488895, 99.9=1867775, 99.99=2951167] [UPDATE: Count=3391, Max=963071, Min=379, Avg=59408.79, 90=70463, 99=672767, 99.9=962559, 99.99=963071] 
2015-11-12 09:46:54:805 150 sec: 90905 operations; 737.1 current ops/sec; est completion in 1 hours 25 minutes [READ: Count=3928, Max=2977791, Min=118400, Avg=725835.09, 90=1291263, 99=2015231, 99.9=2160639, 99.99=2977791] [UPDATE: Count=3435, Max=674303, Min=417, Avg=39370.09, 90=49279, 99=620543, 99.9=669695, 99.99=674303] 
2015-11-12 09:47:04:804 160 sec: 100856 operations; 995.1 current ops/sec; est completion in 1 hours 21 minutes [READ: Count=5451, Max=2051071, Min=168320, Avg=590631.43, 90=978943, 99=1431551, 99.9=1826815, 99.99=2037759] [UPDATE: Count=4515, Max=1030655, Min=404, Avg=40788.21, 90=54079, 99=464895, 99.9=854015, 99.99=1030655] 
2015-11-12 09:47:14:804 170 sec: 107542 operations; 668.6 current ops/sec; est completion in 1 hours 21 minutes [READ: Count=3586, Max=2336767, Min=171008, Avg=839122.33, 90=1296383, 99=1806335, 99.9=2099199, 99.99=2336767] [UPDATE: Count=3088, Max=770559, Min=329, Avg=34235.76, 90=44863, 99=585215, 99.9=722943, 99.99=770559] 
2015-11-12 09:47:24:804 180 sec: 115422 operations; 788 current ops/sec; est completion in 1 hours 20 minutes [READ: Count=4313, Max=2512895, Min=183936, Avg=726010.14, 90=1288191, 99=1790975, 99.9=2168831, 99.99=2512895] [UPDATE: Count=3600, Max=707583, Min=392, Avg=36819.16, 90=47359, 99=447743, 99.9=689151, 99.99=707583] 
2015-11-12 09:47:34:804 190 sec: 127623 operations; 1220.1 current ops/sec; est completion in 1 hours 16 minutes [READ: Count=6569, Max=2028543, Min=82560, Avg=453525.02, 90=825855, 99=1235967, 99.9=1743871, 99.99=1928191] [UPDATE: Count=5597, Max=558591, Min=391, Avg=38726.5, 90=54719, 99=363519, 99.9=496639, 99.99=539647] 
2015-11-12 09:47:44:804 200 sec: 137651 operations; 1002.8 current ops/sec; est completion in 1 hours 14 minutes [READ: Count=5481, Max=2547711, Min=140160, Avg=523519.08, 90=1026047, 99=1336319, 99.9=1755135, 99.99=2398207] [UPDATE: Count=4546, Max=913919, Min=334, Avg=42015.01, 90=52895, 99=794111, 99.9=897023, 99.99=913919] 
2015-11-12 09:47:54:804 210 sec: 147770 operations; 1011.9 current ops/sec; est completion in 1 hours 12 minutes [READ: Count=5576, Max=1874943, Min=114688, Avg=535487.94, 90=1180671, 99=1642495, 99.9=1791999, 99.99=1860607] [UPDATE: Count=4543, Max=1096703, Min=378, Avg=65119.06, 90=187135, 99=958463, 99.9=1072127, 99.99=1096703] 
2015-11-12 09:48:04:804 220 sec: 162866 operations; 1509.6 current ops/sec; est completion in 1 hours 8 minutes [READ: Count=8197, Max=2211839, Min=65664, Avg=343035.17, 90=699903, 99=1686527, 99.9=1870847, 99.99=2061311] [UPDATE: Count=6908, Max=989183, Min=345, Avg=71768.64, 90=217087, 99=697855, 99.9=972287, 99.99=988671] 
2015-11-12 09:48:14:804 230 sec: 181094 operations; 1822.8 current ops/sec; est completion in 1 hours 3 minutes [READ: Count=9911, Max=1671167, Min=55872, Avg=287298.67, 90=453375, 99=1218559, 99.9=1430527, 99.99=1539071] [UPDATE: Count=8308, Max=1497087, Min=415, Avg=41432.41, 90=54879, 99=226559, 99.9=1288191, 99.99=1316863] 
2015-11-12 09:48:24:804 240 sec: 203664 operations; 2257 current ops/sec; est completion in 58 minutes [READ: Count=12286, Max=1250303, Min=60384, Avg=229666.56, 90=333823, 99=543231, 99.9=932863, 99.99=1207295] [UPDATE: Count=10290, Max=420095, Min=368, Avg=37962.22, 90=59167, 99=224255, 99.9=315903, 99.99=346879] 
2015-11-12 09:48:34:804 250 sec: 226264 operations; 2260 current ops/sec; est completion in 54 minutes [READ: Count=12352, Max=1015295, Min=68864, Avg=227055.92, 90=327935, 99=509183, 99.9=659455, 99.99=991231] [UPDATE: Count=10242, Max=479231, Min=388, Avg=37325.46, 90=57823, 99=221439, 99.9=239743, 99.99=322559] 
2015-11-12 09:48:44:804 260 sec: 248036 operations; 2177.2 current ops/sec; est completion in 51 minutes [READ: Count=11862, Max=1413119, Min=62752, Avg=240363.63, 90=353535, 99=610815, 99.9=838143, 99.99=1203199] [UPDATE: Count=9922, Max=601599, Min=344, Avg=38038.72, 90=58111, 99=225407, 99.9=399615, 99.99=463871] 
2015-11-12 09:48:54:804 270 sec: 269692 operations; 2165.6 current ops/sec; est completion in 48 minutes [READ: Count=11788, Max=1200127, Min=49632, Avg=239564.13, 90=347135, 99=546815, 99.9=706047, 99.99=1112063] [UPDATE: Count=9860, Max=423167, Min=350, Avg=35865.13, 90=56671, 99=221823, 99.9=237823, 99.99=370943] 
2015-11-12 09:49:04:804 280 sec: 291577 operations; 2188.5 current ops/sec; est completion in 46 minutes [READ: Count=11984, Max=923135, Min=64448, Avg=239183.88, 90=327935, 99=544767, 99.9=683519, 99.99=881663] [UPDATE: Count=9897, Max=375295, Min=368, Avg=34959.66, 90=57055, 99=221055, 99.9=229375, 99.99=317695] 
2015-11-12 09:49:14:804 290 sec: 313962 operations; 2238.5 current ops/sec; est completion in 44 minutes [READ: Count=12281, Max=868351, Min=69888, Avg=232583.9, 90=322303, 99=522495, 99.9=698367, 99.99=826879] [UPDATE: Count=10104, Max=445695, Min=361, Avg=34818.09, 90=55295, 99=221183, 99.9=226687, 99.99=321023] 
2015-11-12 09:49:24:804 300 sec: 334995 operations; 2103.3 current ops/sec; est completion in 42 minutes [READ: Count=11550, Max=1263615, Min=74240, Avg=243020.86, 90=362495, 99=566783, 99.9=757759, 99.99=987135] [UPDATE: Count=9489, Max=528383, Min=308, Avg=38057.79, 90=57887, 99=222975, 99.9=450559, 99.99=496383] 
2015-11-12 09:49:34:805 310 sec: 357364 operations; 2236.9 current ops/sec; est completion in 41 minutes [READ: Count=12102, Max=1100799, Min=76416, Avg=236115.74, 90=328191, 99=535551, 99.9=688127, 99.99=975359] [UPDATE: Count=10266, Max=358399, Min=287, Avg=36062.47, 90=55679, 99=220543, 99.9=226303, 99.99=317695] 
2015-11-12 09:49:44:804 320 sec: 378481 operations; 2111.7 current ops/sec; est completion in 39 minutes [READ: Count=11394, Max=913407, Min=58784, Avg=247014.91, 90=346367, 99=588287, 99.9=729087, 99.99=847359] [UPDATE: Count=9721, Max=409343, Min=354, Avg=36851.62, 90=55551, 99=221183, 99.9=262143, 99.99=348927] 
2015-11-12 09:49:54:804 330 sec: 400198 operations; 2171.7 current ops/sec; est completion in 38 minutes [READ: Count=11841, Max=909311, Min=64160, Avg=239145.94, 90=334591, 99=546303, 99.9=717311, 99.99=870911] [UPDATE: Count=9873, Max=915967, Min=346, Avg=37249.94, 90=57151, 99=221439, 99.9=266239, 99.99=401151] 
2015-11-12 09:50:04:804 340 sec: 423034 operations; 2283.6 current ops/sec; est completion in 37 minutes [READ: Count=12371, Max=1030143, Min=50432, Avg=231945.05, 90=326143, 99=540671, 99.9=722943, 99.99=1006591] [UPDATE: Count=10469, Max=517887, Min=281, Avg=34023.94, 90=54399, 99=220671, 99.9=232703, 99.99=485631] 
2015-11-12 09:50:14:804 350 sec: 444504 operations; 2147 current ops/sec; est completion in 36 minutes [READ: Count=11714, Max=1034751, Min=67840, Avg=243102.57, 90=332287, 99=553983, 99.9=721407, 99.99=939007] [UPDATE: Count=9763, Max=369151, Min=311, Avg=35798.82, 90=56031, 99=221695, 99.9=249599, 99.99=367103] 
2015-11-12 09:50:24:810 360 sec: 466312 operations; 2179.93 current ops/sec; est completion in 35 minutes [READ: Count=11892, Max=1052671, Min=61536, Avg=238826.31, 90=334591, 99=556543, 99.9=715775, 99.99=892415] [UPDATE: Count=9916, Max=402175, Min=379, Avg=36866.42, 90=56383, 99=221695, 99.9=255103, 99.99=364031] 
2015-11-12 09:50:34:804 370 sec: 488596 operations; 2229.29 current ops/sec; est completion in 34 minutes [READ: Count=12036, Max=924671, Min=55904, Avg=234175.15, 90=333311, 99=531967, 99.9=714751, 99.99=923135] [UPDATE: Count=10240, Max=388351, Min=346, Avg=35615.14, 90=55679, 99=221311, 99.9=240383, 99.99=324351] 
2015-11-12 09:50:44:804 380 sec: 511156 operations; 2256 current ops/sec; est completion in 33 minutes [READ: Count=12342, Max=915967, Min=45216, Avg=231321.88, 90=336639, 99=550911, 99.9=716799, 99.99=901119] [UPDATE: Count=10221, Max=575487, Min=333, Avg=35712.08, 90=57087, 99=221567, 99.9=228479, 99.99=373247] 
2015-11-12 09:50:54:804 390 sec: 532821 operations; 2166.5 current ops/sec; est completion in 32 minutes [READ: Count=11734, Max=876543, Min=66624, Avg=240720.64, 90=327935, 99=536063, 99.9=682495, 99.99=797183] [UPDATE: Count=9935, Max=383743, Min=361, Avg=36624.81, 90=58527, 99=221183, 99.9=228863, 99.99=290559] 
2015-11-12 09:51:04:804 400 sec: 555111 operations; 2229 current ops/sec; est completion in 31 minutes [READ: Count=12012, Max=1042943, Min=67008, Avg=233942.46, 90=333055, 99=553471, 99.9=763903, 99.99=973823] [UPDATE: Count=10276, Max=578047, Min=310, Avg=37195.02, 90=57951, 99=223871, 99.9=509695, 99.99=558079] 
2015-11-12 09:51:14:804 410 sec: 577309 operations; 2219.8 current ops/sec; est completion in 31 minutes [READ: Count=12187, Max=963071, Min=48704, Avg=235615.77, 90=331263, 99=538111, 99.9=692223, 99.99=962047] [UPDATE: Count=10004, Max=341247, Min=340, Avg=34593.88, 90=55295, 99=221311, 99.9=262655, 99.99=317439] 
2015-11-12 09:51:24:804 420 sec: 599764 operations; 2245.5 current ops/sec; est completion in 30 minutes [READ: Count=12213, Max=889343, Min=68928, Avg=231493.05, 90=330239, 99=528895, 99.9=760319, 99.99=876031] [UPDATE: Count=10243, Max=373247, Min=293, Avg=35706.83, 90=55711, 99=221439, 99.9=333567, 99.99=372735] 
2015-11-12 09:51:34:804 430 sec: 620833 operations; 2106.9 current ops/sec; est completion in 29 minutes [READ: Count=11492, Max=1326079, Min=83648, Avg=245753.75, 90=336383, 99=567807, 99.9=726527, 99.99=1028095] [UPDATE: Count=9580, Max=485375, Min=396, Avg=37271.2, 90=59135, 99=222847, 99.9=269311, 99.99=313855] 
2015-11-12 09:51:44:804 440 sec: 643328 operations; 2249.5 current ops/sec; est completion in 29 minutes [READ: Count=12089, Max=851455, Min=63712, Avg=233044.53, 90=322815, 99=536575, 99.9=675839, 99.99=792575] [UPDATE: Count=10404, Max=286463, Min=314, Avg=37022.73, 90=59519, 99=221055, 99.9=227967, 99.99=280575] 
2015-11-12 09:51:54:804 450 sec: 665596 operations; 2226.8 current ops/sec; est completion in 28 minutes [READ: Count=12067, Max=976383, Min=50368, Avg=234646.11, 90=335871, 99=558079, 99.9=728575, 99.99=884735] [UPDATE: Count=10198, Max=436479, Min=310, Avg=37891.98, 90=57823, 99=221951, 99.9=235391, 99.99=406271] 
2015-11-12 09:52:04:804 460 sec: 687860 operations; 2226.4 current ops/sec; est completion in 28 minutes [READ: Count=12035, Max=887807, Min=67776, Avg=232188.15, 90=331775, 99=538111, 99.9=689151, 99.99=870399] [UPDATE: Count=10229, Max=301055, Min=322, Avg=38166.08, 90=62015, 99=222207, 99.9=231551, 99.99=294143] 
2015-11-12 09:52:14:804 470 sec: 710547 operations; 2268.7 current ops/sec; est completion in 27 minutes [READ: Count=12332, Max=930815, Min=71616, Avg=227208.58, 90=317695, 99=516351, 99.9=659967, 99.99=822783] [UPDATE: Count=10355, Max=295423, Min=335, Avg=38103.14, 90=63103, 99=221951, 99.9=227455, 99.99=293887] 
2015-11-12 09:52:24:804 480 sec: 732731 operations; 2218.4 current ops/sec; est completion in 26 minutes [READ: Count=12267, Max=829951, Min=80896, Avg=231383.72, 90=327167, 99=520959, 99.9=654335, 99.99=828415] [UPDATE: Count=9917, Max=641023, Min=362, Avg=38182.38, 90=60511, 99=222207, 99.9=231039, 99.99=267519] 
2015-11-12 09:52:34:804 490 sec: 754254 operations; 2152.3 current ops/sec; est completion in 26 minutes [READ: Count=11714, Max=804351, Min=85760, Avg=239531.88, 90=324607, 99=534015, 99.9=679423, 99.99=787967] [UPDATE: Count=9809, Max=367871, Min=394, Avg=39117.81, 90=63071, 99=222335, 99.9=251135, 99.99=350463] 
2015-11-12 09:52:44:804 500 sec: 776268 operations; 2201.4 current ops/sec; est completion in 26 minutes [READ: Count=11886, Max=1030655, Min=63840, Avg=235364.02, 90=345343, 99=556031, 99.9=727039, 99.99=898559] [UPDATE: Count=10128, Max=438783, Min=388, Avg=39651.12, 90=60735, 99=223743, 99.9=369663, 99.99=433919] 
2015-11-12 09:52:54:805 510 sec: 797556 operations; 2128.8 current ops/sec; est completion in 25 minutes [READ: Count=11630, Max=823807, Min=65984, Avg=243845.33, 90=344575, 99=572415, 99.9=732159, 99.99=823295] [UPDATE: Count=9658, Max=359167, Min=363, Avg=37232.99, 90=60607, 99=222975, 99.9=269311, 99.99=320255] 
2015-11-12 09:53:04:804 520 sec: 816932 operations; 1937.6 current ops/sec; est completion in 25 minutes [READ: Count=10479, Max=991231, Min=70272, Avg=273504.51, 90=384767, 99=583167, 99.9=753663, 99.99=919551] [UPDATE: Count=8899, Max=362495, Min=365, Avg=36151.35, 90=58719, 99=222079, 99.9=237951, 99.99=337407] 
2015-11-12 09:53:14:805 530 sec: 837205 operations; 2027.3 current ops/sec; est completion in 24 minutes [READ: Count=10937, Max=894975, Min=82112, Avg=263517.42, 90=375551, 99=568319, 99.9=704511, 99.99=829439] [UPDATE: Count=9334, Max=456191, Min=388, Avg=35101.75, 90=53599, 99=220671, 99.9=266751, 99.99=303359] 
