/usr/lib/jvm/java-8-oracle/bin/java -cp /usr/local/ycsb/ycsb-0.4.0/cassandra-binding/conf:/usr/local/ycsb/ycsb-0.4.0/conf:/usr/local/ycsb/ycsb-0.4.0/lib/jackson-core-asl-1.9.4.jar:/usr/local/ycsb/ycsb-0.4.0/lib/jackson-mapper-asl-1.9.4.jar:/usr/local/ycsb/ycsb-0.4.0/lib/core-0.4.0.jar:/usr/local/ycsb/ycsb-0.4.0/lib/HdrHistogram-2.1.4.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/httpclient-4.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-runtime-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/libthrift-0.7.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jbcrypt-0.3m.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snaptree-0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/slf4j-api-1.6.4.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/httpcore-4.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-lang-2.6.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/avro-1.4.0-cassandra-1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/json-simple-1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/concurrentlinkedhashmap-lru-1.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/metrics-core-2.0.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jackson-core-asl-1.9.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-codec-1.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/high-scale-lib-1.1.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jamm-0.2.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jackson-mapper-asl-1.9.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/lz4-1.1.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/antlr-2.7.7.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/log4j-1.2.16.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-all-1.2.9.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-logging-1.1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/commons-cli-1.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/servlet-api-2.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jline-1.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snappy-java-1.0.5.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/stringtemplate-3.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-binding-0.4.0.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-thrift-1.2.9.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/snakeyaml-1.6.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/compress-lzf-0.8.4.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/guava-13.0.1.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jetty-util-6.1.22.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/servlet-api-2.5-20081211.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/jetty-6.1.22.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/slf4j-log4j12-1.7.2.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/cassandra-driver-core-1.0.3.jar:/usr/local/ycsb/ycsb-0.4.0/cassandra-binding/lib/netty-3.5.9.Final.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.CassandraClient10 -P workloads/workload_test640 -p hosts=10.140.238.14 -threads 640 -p columnfamily=data -s -t
YCSB Client 0.1
Command line: -db com.yahoo.ycsb.db.CassandraClient10 -P workloads/workload_test640 -p hosts=10.140.238.14 -threads 640 -p columnfamily=data -s -t
Loading workload...
Starting test.
2015-11-15 08:49:54:274 0 sec: 0 operations; est completion in 0 seconds 
2015-11-15 08:50:04:211 10 sec: 33159 operations; 3315.57 current ops/sec; est completion in 32 minutes [READ: Count=17777, Max=1874943, Min=353, Avg=298498.01, 90=645119, 99=1757183, 99.9=1838079, 99.99=1866751] [UPDATE: Count=15433, Max=220287, Min=156, Avg=1322.88, 90=1768, 99=14047, 99.9=81663, 99.99=170367] 
2015-11-15 08:50:14:211 20 sec: 79709 operations; 4655 current ops/sec; est completion in 26 minutes [READ: Count=25333, Max=5799935, Min=297, Avg=272555.5, 90=356095, 99=631295, 99.9=5767167, 99.99=5783551] [UPDATE: Count=21230, Max=317183, Min=175, Avg=1135.85, 90=1678, 99=12503, 99.9=52959, 99.99=154751] 
2015-11-15 08:50:24:211 30 sec: 126023 operations; 4631.4 current ops/sec; est completion in 24 minutes [READ: Count=25017, Max=665087, Min=357, Avg=254434.49, 90=359423, 99=534015, 99.9=583679, 99.99=611327] [UPDATE: Count=21233, Max=77375, Min=174, Avg=924.9, 90=1343, 99=11247, 99.9=31375, 99.99=69503] 
2015-11-15 08:50:34:211 40 sec: 173344 operations; 4732.1 current ops/sec; est completion in 23 minutes [READ: Count=25728, Max=718847, Min=349, Avg=248018.09, 90=474367, 99=601087, 99.9=645631, 99.99=671231] [UPDATE: Count=21624, Max=184959, Min=176, Avg=935.08, 90=1517, 99=9727, 99.9=31503, 99.99=72959] 
2015-11-15 08:50:44:211 50 sec: 218918 operations; 4557.4 current ops/sec; est completion in 23 minutes [READ: Count=24736, Max=904191, Min=372, Avg=258635.69, 90=434943, 99=705023, 99.9=849919, 99.99=879103] [UPDATE: Count=20811, Max=131583, Min=175, Avg=1286.13, 90=2357, 99=15335, 99.9=48991, 99.99=94463] 
2015-11-15 08:50:54:211 60 sec: 268442 operations; 4952.4 current ops/sec; est completion in 22 minutes [READ: Count=27070, Max=5738495, Min=427, Avg=198673.44, 90=304127, 99=731135, 99.9=5709823, 99.99=5734399] [UPDATE: Count=22464, Max=88959, Min=164, Avg=850.16, 90=1195, 99=9655, 99.9=28159, 99.99=86975] 
2015-11-15 08:51:04:211 70 sec: 316200 operations; 4775.8 current ops/sec; est completion in 22 minutes [READ: Count=26013, Max=5906431, Min=454, Avg=284536.04, 90=380671, 99=1593343, 99.9=5816319, 99.99=5873663] [UPDATE: Count=21746, Max=95487, Min=176, Avg=901.39, 90=1298, 99=9695, 99.9=37823, 99.99=84863] 
2015-11-15 08:51:14:214 80 sec: 360286 operations; 4407.72 current ops/sec; est completion in 22 minutes [READ: Count=24188, Max=900095, Min=390, Avg=263673.75, 90=385791, 99=793087, 99.9=845823, 99.99=877567] [UPDATE: Count=20015, Max=105215, Min=177, Avg=1161.55, 90=1911, 99=14359, 99.9=35743, 99.99=92671] 
2015-11-15 08:51:24:211 90 sec: 401242 operations; 4096.42 current ops/sec; est completion in 22 minutes [READ: Count=22115, Max=1300479, Min=470, Avg=255737.25, 90=431359, 99=1105919, 99.9=1163263, 99.99=1192959] [UPDATE: Count=18717, Max=99711, Min=182, Avg=970.42, 90=1502, 99=10671, 99.9=29951, 99.99=91903] 
2015-11-15 08:51:34:211 100 sec: 442661 operations; 4141.9 current ops/sec; est completion in 22 minutes [READ: Count=22583, Max=5840895, Min=430, Avg=313765.15, 90=379647, 99=5668863, 99.9=5795839, 99.99=5824511] [UPDATE: Count=18865, Max=189695, Min=177, Avg=942.1, 90=1396, 99=10263, 99.9=29903, 99.99=80255] 
2015-11-15 08:51:44:211 110 sec: 485299 operations; 4263.8 current ops/sec; est completion in 22 minutes [READ: Count=23020, Max=1080319, Min=397, Avg=242465.2, 90=427775, 99=984063, 99.9=1036799, 99.99=1061887] [UPDATE: Count=19583, Max=112511, Min=175, Avg=887, 90=1420, 99=8847, 99.9=30655, 99.99=57663] 
2015-11-15 08:51:54:211 120 sec: 526768 operations; 4146.9 current ops/sec; est completion in 22 minutes [READ: Count=22374, Max=5890047, Min=392, Avg=318514.26, 90=376831, 99=5693439, 99.9=5791743, 99.99=5869567] [UPDATE: Count=19093, Max=116351, Min=182, Avg=1079.31, 90=1657, 99=11487, 99.9=62207, 99.99=99839] 
2015-11-15 08:52:04:211 130 sec: 565730 operations; 3896.2 current ops/sec; est completion in 22 minutes [READ: Count=21235, Max=1420287, Min=548, Avg=303466.93, 90=391167, 99=1124351, 99.9=1321983, 99.99=1406975] [UPDATE: Count=17729, Max=102271, Min=183, Avg=871.08, 90=1240, 99=9759, 99.9=30271, 99.99=80063] 
